Date,Open,High,Low,Close,Adj Close,Volume
2018-12-14,16.809999,17.528999,16.500000,16.500000,16.500000,597900
2018-12-17,16.500000,16.959999,16.200001,16.490000,16.490000,199000
2018-12-18,16.350000,16.580000,16.270000,16.500000,16.500000,143200
2018-12-19,16.510000,16.510000,16.299999,16.299999,16.299999,85500
2018-12-20,16.400000,16.450001,15.890000,16.430000,16.430000,158700
2018-12-21,16.500000,16.500000,15.490000,16.340000,16.340000,43300
2018-12-24,15.970000,15.970000,15.021000,15.150000,15.150000,32600
2018-12-26,15.450000,15.450000,15.250000,15.260000,15.260000,8100
2018-12-27,15.950000,15.950000,15.000000,15.020000,15.020000,6400
2018-12-28,15.055000,15.740000,15.055000,15.740000,15.740000,10700
2018-12-31,15.560000,15.670000,15.066000,15.507000,15.507000,11900
2019-01-02,15.500000,15.500000,14.330000,14.780000,14.780000,36000
2019-01-03,14.850000,15.600000,14.520000,14.570000,14.570000,21000
2019-01-04,14.900000,14.900000,13.510000,14.000000,14.000000,30400
2019-01-07,14.150000,14.150000,13.308000,13.786000,13.786000,7000
2019-01-08,13.740000,14.200000,13.030000,13.180000,13.180000,59200
2019-01-09,13.020000,13.190000,12.003000,12.120000,12.120000,67100
2019-01-10,12.000000,12.190000,11.011000,11.270000,11.270000,49700
2019-01-11,11.700000,11.700000,10.680000,11.080000,11.080000,61100
2019-01-14,11.050000,11.050000,9.905000,10.050000,10.050000,84700
2019-01-15,10.300000,13.124000,10.300000,12.300000,12.300000,220400
2019-01-16,12.690000,13.930000,12.063000,13.500000,13.500000,168200
2019-01-17,14.000000,14.800000,12.490000,12.600000,12.600000,162900
2019-01-18,12.650000,13.500000,12.100000,13.340000,13.340000,66900
2019-01-22,13.360000,13.360000,11.821000,12.200000,12.200000,142500
2019-01-23,12.070000,13.580000,12.070000,12.630000,12.630000,37500
2019-01-24,12.900000,13.500000,12.130000,13.500000,13.500000,71400
2019-01-25,13.330000,13.330000,12.572000,12.640000,12.640000,70600
2019-01-28,12.950000,12.950000,12.190000,12.360000,12.360000,45800
2019-01-29,12.580000,12.660000,12.210000,12.560000,12.560000,43200
2019-01-30,12.490000,12.680000,12.150000,12.610000,12.610000,30200
2019-01-31,12.745000,12.750000,12.383000,12.700000,12.700000,38700
2019-02-01,12.700000,12.748000,12.503000,12.560000,12.560000,3100
2019-02-04,12.700000,13.248000,12.600000,13.000000,13.000000,19300
2019-02-05,13.010000,13.350000,12.880000,13.350000,13.350000,14300
2019-02-06,13.350000,13.500000,12.460000,13.000000,13.000000,33500
2019-02-07,12.975000,12.975000,12.400000,12.410000,12.410000,11100
2019-02-08,12.720000,13.090000,12.472000,12.978000,12.978000,20200
2019-02-11,12.690000,12.764000,12.520000,12.535000,12.535000,8500
2019-02-12,12.510000,12.927000,12.510000,12.680000,12.680000,4500
2019-02-13,12.726000,12.880000,12.550000,12.750000,12.750000,59900
2019-02-14,12.730000,12.810000,12.560000,12.600000,12.600000,26200
